Probe	ProbeChromosome	ProbecM	Probebp
Contig8744_at	unknown	unknown	unknown
Contig8746_at	unknown	unknown	unknown
Contig8747_at	5	134.722222222	506678880
Contig8748_at	unknown	unknown	unknown
Contig8749_at	7	69.2634560907	187181720
Contig8752_at	unknown	unknown	unknown
Contig8757_at	unknown	unknown	unknown
Contig8758_at	unknown	unknown	unknown
Contig875_s_at	unknown	unknown	unknown
Contig8760_at	7	70.6798866856	261886760
Contig8761_s_at	unknown	unknown	unknown
Contig8766_at	unknown	unknown	unknown
Contig8768_at	unknown	unknown	unknown
Contig8769_at	unknown	unknown	unknown
Contig8770_at	5	49.3402777778	364796840
Contig8773_at	3	49.6458923513	139991040
Contig8774_at	2	58.293988039	426535200
Contig8775_at	unknown	unknown	unknown
Contig8778_s_at	unknown	unknown	unknown
Contig8779_at	1	82.507082153	403359600
Contig8783_at	5	74.3958333333	435032920
Contig8788_at	unknown	unknown	unknown
Contig8792_s_at	unknown	unknown	unknown
Contig8793_at	unknown	unknown	unknown
Contig8794_s_at	unknown	unknown	unknown
Contig8797_at	4	54.3201133144	382698720
Contig8798_at	4	81.3739376771	500662400
Contig8799_at	6	116.147308782	529949960
Contig8801_at	unknown	unknown	unknown
Contig8802_at	1	48.3711048159	217585280
Contig8803_at	7	76.9121813031	485111560
Contig8809_at	3	51.6288951841	292638760
Contig8810_at	2	56.5155807365	354523440
Contig8811_at	1	4.9575070822	4054800
Contig8814_at	7	68.1657223796	177002560
Contig8815_at	unknown	unknown	unknown
Contig8818_at	7	70.9631728045	384935680
Contig8819_s_at	unknown	unknown	unknown
Contig8821_at	5	44.2361111111	198830280
Contig8822_at	unknown	unknown	unknown
Contig8823_at	unknown	unknown	unknown
Contig8824_at	unknown	unknown	unknown
Contig8825_at	3	51.3456090652	215675680
Contig8827_at	unknown	unknown	unknown
Contig8828_at	unknown	unknown	unknown
Contig8829_at	unknown	unknown	unknown
Contig8830_at	6	72.9461756374	484391120
Contig8835_at	4	43.2719546742	39998680
Contig8836_at	unknown	unknown	unknown
Contig8838_at	unknown	unknown	unknown
Contig8839_at	unknown	unknown	unknown
Contig8844_at	2	57.801263892	418232160
Contig8846_at	6	55.0283286119	265658840
Contig8849_at	5	159.652777778	544021480
Contig8850_at	6	49.150141643	59079800
Contig8851_at	unknown	unknown	unknown
Contig8852_at	unknown	unknown	unknown
Contig8853_at	unknown	unknown	unknown
Contig8854_at	6	56.4093484419	347358720
Contig8856_s_at	2	67.9178470255	491392160
Contig8857_at	unknown	unknown	unknown
Contig8858_s_at	unknown	unknown	unknown
Contig8860_at	5	39.625	32903400
Contig8862_at	unknown	unknown	unknown
Contig8863_at	7	76.5580736544	470756080
Contig8866_at	unknown	unknown	unknown
Contig8869_s_at	5	97.2916666667	470250160
Contig8874_at	unknown	unknown	unknown
Contig8875_at	4	49.8583569405	62750200
Contig8876_at	unknown	unknown	unknown
Contig8880_at	unknown	unknown	unknown
Contig8881_at	unknown	unknown	unknown
Contig8882_at	5	44.7916666667	286116360
Contig8883_at	2	62.4645892351	473605600
Contig8884_at	2	107.152974504	576399120
Contig8885_s_at	unknown	unknown	unknown
Contig8887_at	1	48.2294617564	180260040
Contig888_at	unknown	unknown	unknown
Contig8891_at	4	73.3974827878	487891640
Contig8892_at	5	47.5694444444	337184520
Contig8893_at	5	44.2361111111	201705840
Contig8894_at	4	34.3484419263	27797080
Contig8895_at	4	35.9065155807	31818400
Contig8896_s_at	6	16.0056657224	14348040
Contig8898_at	6	49.6458923512	70278240
Contig8899_at	unknown	unknown	unknown
Contig8900_at	unknown	unknown	unknown
Contig8901_at	7	70.8923512748	339017240
Contig8902_s_at	7	70.8923512748	339017240
Contig8903_at	unknown	unknown	unknown
Contig8904_at	unknown	unknown	unknown
Contig8905_at	unknown	unknown	unknown
Contig8906_at	unknown	unknown	unknown
Contig8908_at	2	82.790368272	534626000
Contig8910_at	7	27.6203966006	33545720
Contig8911_at	4	50.9915014164	116257440
Contig8913_at	unknown	unknown	unknown
Contig8915_at	2	46.388101983	59502640
Contig8916_at	unknown	unknown	unknown
Contig8920_at	unknown	unknown	unknown
Contig8923_at	3	51.6288951841	309270880
Contig8924_at	1	72.3796033994	389110760
Contig8926_at	7	114.518413598	565840520
Contig8927_at	unknown	unknown	unknown
Contig8931_at	5	167.569444444	551850840
Contig8932_s_at	unknown	unknown	unknown
Contig8936_at	unknown	unknown	unknown
Contig8937_at	3	122.025495751	523960760
Contig8938_at	unknown	unknown	unknown
Contig8940_s_at	unknown	unknown	unknown
Contig8942_at	unknown	unknown	unknown
Contig8943_at	5	98.8888888889	476698160
Contig8944_at	unknown	unknown	unknown
Contig8948_at	unknown	unknown	unknown
Contig8949_at	unknown	unknown	unknown
Contig8950_at	unknown	unknown	unknown
Contig8951_at	unknown	unknown	unknown
Contig8954_at	2	56.2464589236	290815960
Contig8955_at	2	56.912968209	375746040
Contig8956_at	unknown	unknown	unknown
Contig8957_at	unknown	unknown	unknown
Contig8958_at	7	116.076487252	567918760
Contig8959_at	1	52.7375499722	299832000
Contig8961_at	2	58.6402266289	435717400
Contig8962_at	unknown	unknown	unknown
Contig8964_at	unknown	unknown	unknown
Contig8966_at	2	49.433427762	69272600
Contig8971_at	unknown	unknown	unknown
Contig8974_at	unknown	unknown	unknown
Contig8975_at	2	49.433427762	69272600
Contig8976_at	2	107.152974504	577832560
Contig8978_at	1	57.2946175637	330994440
Contig8979_at	5	80.3472222222	445008720
Contig897_s_at	3	51.3456090652	213813200
Contig8980_at	4	100.566572238	522604200
Contig8984_at	unknown	unknown	unknown
Contig8986_at	1	47.6628895184	109253920
Contig8987_at	unknown	unknown	unknown
Contig8988_at	3	51.1331444759	171500680
Contig8991_s_at	4	78.6827195467	496456320
Contig8993_at	unknown	unknown	unknown
Contig8995_at	4	52.4433427762	351068800
Contig8998_at	5	47.8125	350991920
Contig8999_at	unknown	unknown	unknown
Contig9001_at	2	50.9206798867	77927800
Contig9002_at	unknown	unknown	unknown
Contig9005_at	3	51.6288951841	289077480
Contig9006_at	unknown	unknown	unknown
Contig9009_at	unknown	unknown	unknown
Contig9010_at	5	169.375	559479320
Contig9011_at	unknown	unknown	unknown
Contig9015_at	5	75.9027777778	438008920
Contig9016_at	2	56.3739376771	314788880
Contig9017_at	unknown	unknown	unknown
Contig9018_at	unknown	unknown	unknown
Contig9020_at	unknown	unknown	unknown
Contig9023_at	unknown	unknown	unknown
Contig9026_at	unknown	unknown	unknown
Contig9027_at	3	51.6288951841	309270880
Contig9028_at	2	81.5155807365	528368960
Contig9029_at	unknown	unknown	unknown
Contig902_x_at	5	131.180555556	506583400
Contig9032_s_at	unknown	unknown	unknown
Contig9033_at	unknown	unknown	unknown
Contig9034_at	unknown	unknown	unknown
Contig9035_at	1	74.6104815864	397272440
Contig9036_at	5	167.569444444	551850840
Contig9039_at	unknown	unknown	unknown
Contig9041_s_at	unknown	unknown	unknown
Contig9045_at	2	52.1954674221	87258800
Contig9046_at	unknown	unknown	unknown
Contig9047_at	5	149.583333333	532024480
Contig9052_at	unknown	unknown	unknown
Contig9055_at	unknown	unknown	unknown
Contig9057_at	unknown	unknown	unknown
Contig9058_s_at	5	164.722222222	548768200
Contig9060_at	unknown	unknown	unknown
Contig9062_at	unknown	unknown	unknown
Contig9063_at	unknown	unknown	unknown
Contig9065_at	unknown	unknown	unknown
Contig9069_at	1	47.6628895184	122358240
Contig9074_at	unknown	unknown	unknown
Contig9075_s_at	2	90.26203966	544084720
Contig9077_at	unknown	unknown	unknown
Contig9078_at	7	20.821529745	22661000
Contig9079_at	unknown	unknown	unknown
Contig9085_at	unknown	unknown	unknown
Contig9086_at	unknown	unknown	unknown
Contig9087_at	5	165.655381944	548768200
Contig9092_at	unknown	unknown	unknown
Contig9093_at	7	12.7478753541	15084600
Contig9094_at	unknown	unknown	unknown
Contig9095_at	unknown	unknown	unknown
Contig9096_at	6	52.9036827195	139140400
Contig9098_at	unknown	unknown	unknown
Contig9099_at	unknown	unknown	unknown
Contig9101_at	unknown	unknown	unknown
Contig9102_at	unknown	unknown	unknown
Contig9104_s_at	unknown	unknown	unknown
Contig9107_at	unknown	unknown	unknown
Contig9108_at	unknown	unknown	unknown
Contig9110_at	7	70.1841359773	227611920
Contig9112_at	unknown	unknown	unknown
Contig9113_at	unknown	unknown	unknown
Contig9114_at	3	60.835694051	425819720
Contig9115_at	2	53.2577903683	106024960
Contig9116_at	unknown	unknown	unknown
Contig9117_at	unknown	unknown	unknown
Contig9118_at	4	73.3974827878	487891640
Contig9119_s_at	3	62.9603399433	435824040
Contig911_s_at	3	64.8725212465	444351520
Contig9121_at	unknown	unknown	unknown
Contig9122_at	3	40.6515580737	38774800
Contig9124_at	5	45.9027777778	298526280
Contig9125_at	unknown	unknown	unknown
Contig9127_at	4	51.4164305949	218109800
Contig9132_at	5	98.8888888889	476698160
Contig9133_at	unknown	unknown	unknown
Contig9134_at	6	94.6175637394	511636400
Contig9135_at	4	110.446175637	532893720
Contig9136_at	4	56.5864022663	419954520
Contig9138_at	7	126.558073654	584284280
Contig9140_at	unknown	unknown	unknown
Contig9141_at	unknown	unknown	unknown
Contig9144_at	unknown	unknown	unknown
Contig9145_s_at	unknown	unknown	unknown
Contig9150_at	unknown	unknown	unknown
Contig9152_at	unknown	unknown	unknown
Contig9155_s_at	unknown	unknown	unknown
Contig9157_at	unknown	unknown	unknown
Contig9160_s_at	unknown	unknown	unknown
Contig9163_at	unknown	unknown	unknown
Contig9166_at	7	97.2733711048	541751040
Contig9167_at	unknown	unknown	unknown
Contig9168_s_at	unknown	unknown	unknown
Contig9170_at	7	1.4872521246	5010840
Contig9172_at	unknown	unknown	unknown
Contig9173_at	unknown	unknown	unknown
Contig9174_at	unknown	unknown	unknown
Contig9175_at	unknown	unknown	unknown
Contig9177_s_at	6	72.2379603399	480187520
Contig9178_at	6	55.276203966	277146200
Contig917_s_at	6	53.7535410765	177515920
Contig9181_at	unknown	unknown	unknown
Contig9183_at	unknown	unknown	unknown
Contig9184_at	unknown	unknown	unknown
Contig9185_at	4	56.5864022663	418063520
Contig9188_at	unknown	unknown	unknown
Contig9189_at	7	129.390934844	588298160
Contig9190_at	4	99.0793201133	519537680
Contig9191_at	unknown	unknown	unknown
Contig9193_at	7	61.4730878187	92275840
Contig9195_at	1	117.492917847	447276680
Contig9198_at	3	68.2365439094	452420200
Contig9199_at	3	66.1827195467	444693760
Contig919_s_at	unknown	unknown	unknown
Contig9200_at	1	54.2315864023	309919400
Contig9202_at	7	71.104815864	406593520
Contig9205_at	unknown	unknown	unknown
Contig9207_at	unknown	unknown	unknown
Contig9210_at	unknown	unknown	unknown
Contig9211_at	3	131.586402266	533637720
Contig9215_at	7	132.223796034	591205960
Contig9216_at	4	49.8583569405	75202280
Contig9220_at	4	54.3201133144	376982320
Contig9222_at	unknown	unknown	unknown
Contig9224_at	unknown	unknown	unknown
Contig9225_at	unknown	unknown	unknown
Contig9226_at	unknown	unknown	unknown
Contig9229_at	unknown	unknown	unknown
Contig9230_s_at	unknown	unknown	unknown
Contig9232_at	2	68.5552407932	493862240
Contig9236_at	6	104.815864023	522565760
Contig9237_at	unknown	unknown	unknown
Contig923_at	unknown	unknown	unknown
Contig9241_at	unknown	unknown	unknown
Contig9242_at	4	17.7407932011	8997440
Contig9244_at	unknown	unknown	unknown
Contig9246_at	unknown	unknown	unknown
Contig9250_s_at	1	86.5439093484	412004880
Contig9252_at	unknown	unknown	unknown
Contig9253_at	unknown	unknown	unknown
Contig9254_at	unknown	unknown	unknown
Contig9255_at	3	51.6288951841	246613680
Contig9259_at	unknown	unknown	unknown
Contig9265_at	5	44.2361111111	125789320
Contig9269_s_at	6	6.4447592068	8000480
Contig926_x_at	unknown	unknown	unknown
Contig9273_at	unknown	unknown	unknown
Contig9274_s_at	unknown	unknown	unknown
Contig9277_s_at	unknown	unknown	unknown
Contig9278_s_at	unknown	unknown	unknown
Contig9280_at	unknown	unknown	unknown
Contig9281_at	unknown	unknown	unknown
Contig9284_at	7	140.864022663	599404840
Contig9289_at	2	119.759206799	592949400
Contig9290_at	4	112.118744098	536588920
Contig9293_at	7	123.937677054	577125760
Contig9294_at	2	120.963172805	594341920
Contig9296_at	unknown	unknown	unknown
Contig9298_at	6	60.6232294618	415150760
Contig9301_at	5	144.930555556	528432200
Contig9308_s_at	6	4.88668555245	5344400
Contig930_at	4	60.6940509915	457098720
Contig9311_at	1	47.9461756374	126351040
Contig9312_at	unknown	unknown	unknown
Contig9314_at	4	51.9121813031	327488960
Contig9315_at	unknown	unknown	unknown
Contig9317_at	1	52.4787535411	293620840
Contig9318_at	unknown	unknown	unknown
Contig9320_at	unknown	unknown	unknown
Contig9322_at	unknown	unknown	unknown
Contig9327_at	1	48.6543909348	247318000
Contig9328_at	5	48.1944444444	352791160
Contig9331_s_at	unknown	unknown	unknown
Contig9333_s_at	unknown	unknown	unknown
Contig9338_at	7	67.776203966	155285200
Contig9341_at	5	115.173611111	486459440
Contig9343_s_at	1	116.536827195	444378800
Contig9348_at	unknown	unknown	unknown
Contig934_x_at	5	47.0138888889	308939800
Contig9352_at	unknown	unknown	unknown
Contig9354_at	7	47.0254957507	61373800
Contig9355_s_at	unknown	unknown	unknown
Contig935_at	2	92.209631728	554710280
Contig9360_at	unknown	unknown	unknown
Contig9361_at	6	54.8866855524	251914680
Contig9364_at	unknown	unknown	unknown
Contig9365_at	unknown	unknown	unknown
Contig9366_at	6	46.2464589235	36793280
Contig9369_s_at	7	84.9563267233	522274360
Contig9370_at	3	1.6288951841	1757080
Contig9372_at	unknown	unknown	unknown
Contig9376_at	4	54.3201133144	376982320
Contig9377_at	1	72.3796033994	391332840
Contig9378_at	1	101.062322946	434515840
Contig9380_at	unknown	unknown	unknown
Contig9381_at	unknown	unknown	unknown
Contig9382_at	2	107.152974504	577832560
Contig9383_at	unknown	unknown	unknown
Contig9386_at	unknown	unknown	unknown
Contig938_s_at	6	118.980169972	533625320
Contig9390_at	unknown	unknown	unknown
Contig9391_at	unknown	unknown	unknown
Contig9396_at	unknown	unknown	unknown
Contig9397_at	unknown	unknown	unknown
Contig9398_s_at	6	2.6203966006	4576840
Contig939_s_at	unknown	unknown	unknown
Contig93_at	unknown	unknown	unknown
Contig9400_at	unknown	unknown	unknown
Contig9402_at	unknown	unknown	unknown
Contig9403_at	unknown	unknown	unknown
Contig9404_at	2	107.152974504	574526720
Contig9406_at	unknown	unknown	unknown
Contig9408_at	unknown	unknown	unknown
Contig940_s_at	3	103.116147309	500131680
Contig9411_at	3	51.6288951841	227823960
Contig9412_s_at	unknown	unknown	unknown
Contig9415_at	unknown	unknown	unknown
Contig9416_at	unknown	unknown	unknown
Contig9417_at	1	47.3441926345	86316400
Contig9418_at	3	51.6288951841	325641360
Contig9420_at	unknown	unknown	unknown
Contig9423_at	6	53.611898017	170155280
Contig9424_at	3	75.7082152975	466249920
Contig9425_at	unknown	unknown	unknown
Contig9426_at	unknown	unknown	unknown
Contig9427_at	unknown	unknown	unknown
Contig9428_at	unknown	unknown	unknown
Contig9429_s_at	unknown	unknown	unknown
Contig9431_at	unknown	unknown	unknown
Contig9433_at	unknown	unknown	unknown
Contig9434_at	unknown	unknown	unknown
Contig9435_at	5	44.2361111111	208124080
Contig9436_at	unknown	unknown	unknown
Contig9437_at	6	78.1161473088	494984440
Contig9438_s_at	6	36.9688385269	24792560
Contig943_s_at	6	55.3824362606	296284360
Contig9440_s_at	3	49.2917847025	124579080
Contig9442_at	unknown	unknown	unknown
Contig9444_at	unknown	unknown	unknown
Contig9445_at	6	57.2769121813	358057440
Contig9446_at	unknown	unknown	unknown
Contig9448_at	unknown	unknown	unknown
Contig9449_at	2	57.2592067989	397796960
Contig9452_at	unknown	unknown	unknown
Contig9453_at	unknown	unknown	unknown
Contig9454_at	unknown	unknown	unknown
Contig9455_at	unknown	unknown	unknown
Contig9457_at	1	49.5320720356	271623240
Contig9459_at	5	145.681423611	528432200
Contig9460_at	7	24.1501416431	30682560
Contig9465_s_at	unknown	unknown	unknown
Contig9468_at	6	53.7535410765	204468560
Contig9469_s_at	unknown	unknown	unknown
Contig9471_at	1	60.9950424929	354380840
Contig9472_at	2	40.7932011331	47783400
Contig9473_at	unknown	unknown	unknown
Contig9476_at	unknown	unknown	unknown
Contig9477_at	unknown	unknown	unknown
Contig9479_s_at	unknown	unknown	unknown
Contig9481_at	unknown	unknown	unknown
Contig9483_at	5	63.2638888889	416699520
Contig9485_at	unknown	unknown	unknown
Contig9486_at	unknown	unknown	unknown
Contig9488_at	unknown	unknown	unknown
Contig9489_at	3	88.2436260623	483352000
Contig9490_s_at	unknown	unknown	unknown
Contig9492_at	unknown	unknown	unknown
Contig9495_at	unknown	unknown	unknown
Contig9502_at	unknown	unknown	unknown
Contig9504_at	unknown	unknown	unknown
Contig9505_at	unknown	unknown	unknown
Contig9507_at	unknown	unknown	unknown
Contig9509_at	unknown	unknown	unknown
Contig950_at	5	151.875	535347680
Contig9512_at	unknown	unknown	unknown
Contig9514_at	7	84.3484419263	519215280
Contig9517_at	unknown	unknown	unknown
Contig9518_at	unknown	unknown	unknown
Contig9520_at	5	30.3819444444	19657720
Contig9521_at	unknown	unknown	unknown
Contig9522_at	5	17.5694444444	10502800
Contig9523_at	unknown	unknown	unknown
Contig9524_at	4	56.7634560907	419954520
Contig9526_at	2	126.239376771	601308240
Contig9527_at	4	78.6827195467	495274600
Contig9528_at	unknown	unknown	unknown
Contig9529_at	7	46.388101983	58468480
Contig9531_at	unknown	unknown	unknown
Contig9532_at	6	56.3739376771	340051400
Contig9533_at	2	57.9592503814	419050560
Contig9534_at	3	108.42776204	508690160
Contig9536_at	3	53.0807365439	366675440
Contig9538_at	unknown	unknown	unknown
Contig953_at	unknown	unknown	unknown
Contig9541_at	5	47.6388888889	343814800
Contig9542_at	6	30.0991501416	20608800
Contig9543_at	unknown	unknown	unknown
Contig9544_at	1	22.8045325779	13672240
Contig9547_at	5	51.4583333333	387774040
Contig9548_at	unknown	unknown	unknown
Contig9549_at	5	44.2361111111	116708800
Contig9550_at	unknown	unknown	unknown
Contig9551_at	5	48.8194444444	360107160
Contig9552_at	unknown	unknown	unknown
Contig9555_at	3	48.0878186969	112929280
Contig9556_at	unknown	unknown	unknown
Contig9558_at	unknown	unknown	unknown
Contig9561_at	6	49.0793201133	55988480
Contig9562_at	3	96.4589235127	494069320
Contig9563_at	unknown	unknown	unknown
Contig9564_at	unknown	unknown	unknown
Contig9565_at	2	57.7549575071	418020120
Contig9566_at	2	57.7549575071	418020120
Contig9567_at	unknown	unknown	unknown
Contig9569_at	1	119.688385269	452947200
Contig9571_at	1	106.728045326	439756080
Contig9573_at	1	88.2436260623	415096200
Contig9574_at	unknown	unknown	unknown
Contig9576_at	unknown	unknown	unknown
Contig9578_s_at	unknown	unknown	unknown
Contig9579_at	5	126.128472222	500865760
Contig9582_at	2	12.1104815864	15585560
Contig9584_at	unknown	unknown	unknown
Contig9585_at	unknown	unknown	unknown
Contig9588_at	5	95.9027777778	465844440
Contig9589_at	3	51.2747875354	192609200
Contig9591_at	unknown	unknown	unknown
Contig9598_at	unknown	unknown	unknown
Contig959_x_at	unknown	unknown	unknown
Contig9601_s_at	2	140.793201133	614733720
Contig9603_at	6	1.18626062322	2616400
Contig9605_at	unknown	unknown	unknown
Contig9607_at	unknown	unknown	unknown
Contig9609_at	unknown	unknown	unknown
Contig9611_at	4	63.9518413598	471326480
Contig9613_at	1	48.2294617564	184376840
